Name,Team,Pos,YDS,TD,INT,YPA,ATT,YDS.1,AVG,TD.1,REC,YDS.2,AVG.1,TD.2,YDS.3,TD.3,YDS.4,TD.4,Health_Risk,Previous_Points,Age,Dynasty_Age_Factor,Targets,Snap_Pct,Points,Rank,Tier,Overall_Rank
trevor etienne,CAR,RB,0.0,0.0,0.0,0.0,43.0,180.0,4.2,1.0,11.0,83.0,7.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.2,0,0,25.552,95.0,19.0,362
treylon burks,FA,WR,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,10.0,123.0,12.3,1.0,67.0,0.0,0.0,0.0,1.0,3.5,,1.0,0,0,25.55,150.0,30.0,363
jake bobo,SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,121.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,16.7,,1.0,0,0,25.380000000000003,151.0,31.0,364
tanner hudson,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,109.0,9.9,1.0,0.0,0.0,0.0,0.0,1.0,19.5,,1.0,0,0,25.379999999999995,68.0,14.0,365
tylan wallace,BAL,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,6.0,84.0,14.0,1.0,50.0,0.0,63.0,0.0,1.0,25.3,,1.0,0,0,25.369999999999997,152.0,31.0,366
isaiah bond,FA,WR,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,12.0,161.0,13.4,1.0,21.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,25.34,153.0,31.0,367
devin culp,TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,128.0,9.8,1.0,0.0,0.0,0.0,0.0,1.0,8.8,,1.0,0,0,24.9,69.0,14.0,368
jamycal hasty,FA,RB,0.0,0.0,0.0,0.0,10.0,41.0,4.1,0.0,6.0,42.0,7.0,0.0,158.0,0.0,0.0,0.0,1.0,18.8,,1.0,0,0,24.84,96.0,20.0,369
nelson agholor,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,82.0,13.7,1.0,0.0,0.0,0.0,0.0,1.0,35.1,,1.0,0,0,24.669999999999998,154.0,31.0,370
chris rodriguez,WAS,RB,0.0,0.0,0.0,0.0,60.0,253.0,4.2,2.0,6.0,43.0,7.2,0.0,30.0,0.0,0.0,0.0,1.0,30.5,,1.0,0,0,24.46,97.0,20.0,371
tez johnson,TB,WR,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,13.0,159.0,12.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,24.429999999999996,155.0,31.0,372
devontez walker,BAL,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,8.0,122.0,15.3,1.0,51.0,0.0,0.0,0.0,1.0,8.1,,1.0,0,0,24.339999999999996,156.0,32.0,373
oronde gadsden,LAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,121.0,10.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,24.2305,70.0,14.0,374
drew sample,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,102.0,9.3,1.0,0.0,0.0,0.0,0.0,1.0,16.5,,1.0,0,0,23.99,71.0,15.0,375
charlie kolar,BAL,TE,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,97.0,9.7,1.0,0.0,0.0,0.0,0.0,1.0,19.3,,1.0,0,0,23.779999999999998,72.0,15.0,376
payne durham,TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,88.0,9.8,1.0,0.0,0.0,0.0,0.0,1.0,23.5,,1.0,0,0,23.71,73.0,15.0,377
woody marks,HOU,RB,0.0,0.0,0.0,0.0,40.0,167.0,4.2,1.0,12.0,88.0,7.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.05,0,0,23.698,98.0,20.0,378
brashard smith,KC,RB,0.0,0.0,0.0,0.0,34.0,145.0,4.3,1.0,11.0,81.0,7.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,23.6055,99.0,20.0,379
bo melton,GB,WR,0.0,0.0,0.0,0.0,4.0,22.0,5.5,0.0,9.0,125.0,13.9,1.0,0.0,0.0,0.0,0.0,1.0,14.5,,1.0,0,0,23.6,157.0,32.0,380
hunter renfrow,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,137.0,9.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,23.59,158.0,32.0,381
zay jones,ARI,WR,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,11.0,129.0,11.7,1.0,0.0,0.0,0.0,0.0,1.0,8.4,,1.0,0,0,23.449999999999996,159.0,32.0,382
dj chark,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,135.0,13.5,1.0,0.0,0.0,0.0,0.0,1.0,9.1,,1.0,0,0,23.38,160.0,32.0,383
javon baker,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,110.0,13.8,1.0,78.0,0.0,0.0,0.0,1.0,1.2,,1.0,0,0,23.319999999999997,161.0,33.0,384
jalin hyatt,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,145.0,14.5,1.0,0.0,0.0,0.0,0.0,1.0,6.2,,1.0,0,0,23.209999999999997,162.0,33.0,385
michael woods,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,128.0,11.6,1.0,0.0,0.0,0.0,0.0,1.0,6.5,,1.0,0,0,22.81,163.0,33.0,386
khalil herbert,IND,RB,0.0,0.0,0.0,0.0,54.0,228.0,4.2,2.0,7.0,51.0,7.3,0.0,30.0,0.0,0.0,0.0,1.0,21.5,,1.0,0,0,22.42,100.0,20.0,387
anthony gould,IND,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,4.0,45.0,11.3,0.0,220.0,0.0,95.0,0.0,1.0,2.3,,1.0,0,0,22.04,164.0,33.0,388
xavier restrepo,TEN,WR,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,12.0,131.0,10.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,21.77,165.0,33.0,389
jaheim bell,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,121.0,10.1,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,0,0,21.67,74.0,15.0,390
shedeur sanders,CLE,QB,417.0,3.0,2.0,6.6,7.0,30.0,4.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,21.595,52.0,11.0,391
marshawn lloyd,GB,RB,0.0,0.0,0.0,0.0,70.0,300.0,4.3,2.0,11.0,80.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,1.8,24.0,1.05,0,0,21.532,101.0,21.0,392
mitchell evans,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,122.0,10.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,21.139999999999997,75.0,15.0,393
patrick taylor,SF,RB,0.0,0.0,0.0,0.0,10.0,42.0,4.2,0.0,4.0,29.0,7.3,0.0,102.0,0.0,0.0,0.0,1.0,26.8,,1.0,0,0,21.009999999999998,102.0,21.0,394
brevyn spann-ford,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,101.0,10.1,1.0,0.0,0.0,0.0,0.0,1.0,8.8,,1.0,0,0,20.91,76.0,16.0,395
joshua dobbs,NE,QB,196.0,1.0,1.0,6.5,5.0,26.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.8,,1.0,0,0,20.909999999999997,53.0,11.0,396
dj giddens,IND,RB,0.0,0.0,0.0,0.0,60.0,252.0,4.2,2.0,10.0,75.0,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.2,0,0,20.7,103.0,21.0,397
quinton morris,JAX,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,115.0,9.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,20.65,77.0,16.0,398
trey sermon,PIT,RB,0.0,0.0,0.0,0.0,33.0,133.0,4.0,1.0,5.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,37.8,,1.0,0,0,20.59,104.0,21.0,399
johnny mundt,JAX,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,114.0,9.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,20.58,78.0,16.0,400
harrison bryant,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,97.0,9.7,1.0,0.0,0.0,0.0,0.0,1.0,8.6,,1.0,0,0,20.569999999999997,79.0,16.0,401
gerald everett,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,107.0,9.7,1.0,0.0,0.0,0.0,0.0,1.0,3.6,,1.0,0,0,20.47,80.0,16.0,402
nikko remigio,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,78.0,0.0,1.0,4.8,,1.0,0,0,20.2,166.0,34.0,403
johnny wilson,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,105.0,13.1,1.0,0.0,0.0,0.0,0.0,1.0,9.8,,1.0,0,0,20.09,167.0,34.0,404
tanner mckee,PHI,QB,209.0,1.0,1.0,6.7,4.0,14.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.8,,1.0,0,0,19.865,54.0,11.0,405
will mallory,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,101.0,9.2,1.0,0.0,0.0,0.0,0.0,1.0,2.9,,1.0,0,0,19.84,81.0,17.0,406
jalen milroe,SEA,QB,388.0,2.0,2.0,6.6,16.0,84.0,5.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,19.641999999999996,55.0,11.0,407
pharaoh brown,MIA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,101.0,10.1,1.0,0.0,0.0,0.0,0.0,1.0,4.5,,1.0,0,0,19.62,82.0,17.0,408
jackson hawes,BUF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,101.0,9.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,18.97,85.0,17.0,409
benjamin yurosek,MIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,101.0,9.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,18.97,84.0,17.0,410
eli stowers,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,101.0,9.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,18.97,83.0,17.0,411
jamaal williams,FA,RB,0.0,0.0,0.0,0.0,15.0,60.0,4.0,0.0,3.0,21.0,7.0,0.0,75.0,0.0,0.0,0.0,1.0,28.1,,1.0,0,0,18.75,105.0,21.0,412
deven thompkins,FA,WR,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,2.0,21.0,10.5,0.0,214.0,0.0,19.0,0.0,1.0,2.7,,1.0,0,0,18.659999999999997,168.0,34.0,413
brevin jordan,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,102.0,10.2,1.0,0.0,0.0,0.0,0.0,1.0,0.7,,1.0,0,0,18.55,86.0,18.0,414
kyle monangai,CHI,RB,0.0,0.0,0.0,0.0,64.0,264.0,4.1,2.0,10.0,72.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,18.439999999999998,106.0,22.0,415
john metchie,HOU,WR,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,10.0,103.0,10.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,18.41,169.0,34.0,416
ezekiel elliott,FA,RB,0.0,0.0,0.0,0.0,10.0,40.0,4.0,0.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,,1.0,0,0,18.22,107.0,22.0,417
tucker fisk,LAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,89.0,9.9,1.0,0.0,0.0,0.0,0.0,1.0,3.9,,1.0,0,0,17.9,87.0,18.0,418
ollie gordon,MIA,RB,0.0,0.0,0.0,0.0,63.0,265.0,4.2,2.0,8.0,58.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.2,0,0,17.892000000000003,108.0,22.0,419
dillon gabriel,CLE,QB,410.0,2.0,2.0,6.4,4.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,17.849999999999998,56.0,12.0,420
nick nash,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,133.0,11.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,17.71,170.0,34.0,421
michael carter,ARI,RB,0.0,0.0,0.0,0.0,30.0,125.0,4.2,1.0,6.0,43.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,24.8,,1.0,0,0,17.65,109.0,22.0,422
desmond ridder,CIN,QB,194.0,1.0,1.0,6.5,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.9,,1.0,0,0,17.502499999999998,57.0,12.0,423
xavier smith,LAR,WR,0.0,0.0,0.0,0.0,3.0,17.0,5.7,0.0,3.0,35.0,11.7,0.0,161.0,0.0,181.0,0.0,1.0,4.2,,1.0,0,0,17.080000000000002,171.0,35.0,424
john bates,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,74.0,9.3,1.0,0.0,0.0,0.0,0.0,1.0,6.4,,1.0,0,0,16.9,88.0,18.0,425
kimani vidal,LAC,RB,0.0,0.0,0.0,0.0,25.0,105.0,4.2,1.0,5.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,27.7,,1.0,0,0,16.759999999999998,110.0,22.0,426
tahj brooks,CIN,RB,0.0,0.0,0.0,0.0,58.0,239.0,4.1,2.0,9.0,64.0,7.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,16.58,111.0,23.0,427
carson steele,KC,RB,0.0,0.0,0.0,0.0,16.0,66.0,4.1,1.0,5.0,35.0,7.0,0.0,56.0,0.0,0.0,0.0,1.0,16.9,,1.0,0,0,16.54,112.0,23.0,428
jimmy garoppolo,LAR,QB,198.0,1.0,1.0,6.6,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.9,,1.0,0,0,16.5175,58.0,12.0,429
tyrod taylor,NYJ,QB,205.0,1.0,1.0,6.8,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.1,,1.0,0,0,16.4625,59.0,12.0,430
jarquez hunter,LAR,RB,0.0,0.0,0.0,0.0,57.0,240.0,4.2,2.0,8.0,53.0,6.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,16.4065,113.0,23.0,431
pierre strong,CLE,RB,0.0,0.0,0.0,0.0,9.0,38.0,4.2,0.0,3.0,22.0,7.3,0.0,78.0,0.0,0.0,0.0,1.0,21.2,,1.0,0,0,16.36,114.0,23.0,432
devin duvernay,CHI,WR,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,3.0,30.0,10.0,0.0,138.0,0.0,166.0,1.0,1.0,8.2,,1.0,0,0,16.32,172.0,35.0,433
ihmir smith-marsette,NYG,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,191.0,0.0,1.0,6.0,,1.0,0,0,16.29,173.0,35.0,434
jeremaine jackson,FA,WR,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,2.0,21.0,10.5,0.0,191.0,0.0,28.0,0.0,1.0,0.0,,1.0,0,0,16.240000000000002,174.0,35.0,435
rakim jarrett,TB,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,2.0,25.0,12.5,0.0,130.0,0.0,0.0,0.0,1.0,12.4,,1.0,0,0,15.969999999999999,175.0,35.0,436
jordan james,SF,RB,0.0,0.0,0.0,0.0,54.0,230.0,4.3,2.0,7.0,52.0,7.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.2,0,0,15.648,115.0,23.0,437
chris brooks,GB,RB,0.0,0.0,0.0,0.0,25.0,103.0,4.1,1.0,3.0,22.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,31.2,,1.0,0,0,15.5,116.0,24.0,438
d'ernest johnson,FA,RB,0.0,0.0,0.0,0.0,10.0,42.0,4.2,0.0,6.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,23.9,,1.0,0,0,15.309999999999999,117.0,24.0,439
tip reiman,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,70.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,3.7,,1.0,0,0,15.11,89.0,18.0,440
hunter luepke,DAL,RB,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,5.0,38.0,7.6,1.0,0.0,0.0,0.0,0.0,1.0,14.9,,1.0,0,0,15.029999999999998,118.0,24.0,441
charlie woerner,ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,8.9,1.0,0.0,0.0,0.0,0.0,1.0,4.6,,1.0,0,0,14.82,90.0,18.0,442
mitchell trubisky,BUF,QB,205.0,1.0,1.0,6.8,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,,1.0,0,0,14.662499999999998,60.0,12.0,443
trey palmer,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,12.5,0.0,51.0,0.0,161.0,0.0,1.0,23.2,,1.0,0,0,13.68,176.0,36.0,444
tyler scott,CHI,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,3.0,31.0,10.3,0.0,131.0,0.0,0.0,0.0,1.0,0.5,,1.0,0,0,13.590000000000002,177.0,36.0,445
nick vannett,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,9.7,0.0,0.0,0.0,0.0,0.0,1.0,31.5,,1.0,0,0,13.579999999999998,91.0,19.0,446
jamison crowder,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,59.0,9.8,0.0,0.0,0.0,95.0,0.0,1.0,17.2,,1.0,0,0,13.489999999999998,178.0,36.0,447
trey lance,LAC,QB,187.0,1.0,1.0,6.4,7.0,39.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,,1.0,0,0,13.432499999999997,61.0,13.0,448
nick mullens,JAX,QB,231.0,2.0,1.0,6.8,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,13.335,62.0,13.0,449
rasheen ali,BAL,RB,0.0,0.0,0.0,0.0,30.0,140.0,4.7,1.0,3.0,23.0,7.7,0.0,80.0,0.0,0.0,0.0,1.0,3.1,,1.0,0,0,13.24,119.0,24.0,450
zamir white,LV,RB,0.0,0.0,0.0,0.0,26.0,107.0,4.1,1.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,23.3,,1.0,0,0,13.159999999999998,120.0,24.0,451
elijah mitchell,KC,RB,0.0,0.0,0.0,0.0,41.0,176.0,4.3,1.0,6.0,44.0,7.3,0.0,37.0,0.0,0.0,0.0,1.0,0.0,27.0,0.9,0,0,12.983,121.0,25.0,452
keilan robinson,PHI,RB,0.0,0.0,0.0,0.0,8.0,33.0,4.1,0.0,2.0,14.0,7.0,0.0,136.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,12.7,122.0,25.0,453
patrick ricard,BAL,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,14.2,,1.0,0,0,12.659999999999998,123.0,25.0,454
davis mills,HOU,QB,199.0,1.0,1.0,6.6,2.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,,1.0,0,0,12.315000000000001,63.0,13.0,455
braxton berrios,HOU,WR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,31.0,10.3,0.0,109.0,0.0,50.0,0.0,1.0,0.0,,1.0,0,0,11.899999999999999,179.0,36.0,456
mo alie-cox,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,10.3,0.0,0.0,0.0,0.0,0.0,1.0,20.7,,1.0,0,0,11.879999999999999,92.0,19.0,457
alec inglod,MIA,RB,0.0,0.0,0.0,0.0,6.0,10.0,1.7,0.0,6.0,41.0,6.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,11.87,124.0,25.0,458
cedrick wilson,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,29.9,,1.0,0,0,11.839999999999998,180.0,36.0,459
kene nwangwu,NYJ,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,1.0,6.0,,1.0,0,0,11.46,125.0,25.0,460
trent sherfield,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0,10.2,0.0,0.0,0.0,0.0,0.0,1.0,14.3,,1.0,0,0,11.36,181.0,37.0,461
damien martinez,SEA,RB,0.0,0.0,0.0,0.0,41.0,170.0,4.1,1.0,6.0,43.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,11.31,126.0,26.0,462
hassan haskins,LAC,RB,0.0,0.0,0.0,0.0,8.0,33.0,4.1,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,29.8,,1.0,0,0,10.93,127.0,26.0,463
ashton dulin,IND,WR,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,4.0,42.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,17.2,,1.0,0,0,10.899999999999999,182.0,37.0,464
deonte harty,FA,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,80.0,0.0,1.0,0.0,,1.0,0,0,10.85,183.0,37.0,465
carson wentz,FA,QB,201.0,1.0,1.0,6.7,2.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,,1.0,0,0,10.5475,64.0,13.0,466
tyler johnson,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.1,,1.0,0,0,10.53,184.0,37.0,467
jonathan mingo,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,10.8,0.0,0.0,0.0,0.0,0.0,1.0,15.2,,1.0,0,0,10.370000000000001,185.0,37.0,468
craig reynolds,DET,RB,0.0,0.0,0.0,0.0,12.0,52.0,4.3,0.0,3.0,23.0,7.7,0.0,0.0,0.0,0.0,0.0,1.0,17.9,,1.0,0,0,10.279999999999998,128.0,26.0,469
jalen reagor,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,30.0,0.0,1.0,7.7,,1.0,0,0,10.01,186.0,38.0,470
hendon hooker,DET,QB,207.0,1.0,1.0,6.9,3.0,16.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,,1.0,0,0,10.007499999999999,65.0,13.0,471
taylor heinicke,LAC,QB,194.0,1.0,1.0,6.5,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,,1.0,0,0,9.702499999999999,66.0,14.0,472
malik heath,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,11.5,0.0,0.0,0.0,0.0,0.0,1.0,21.7,,1.0,0,0,9.52,187.0,38.0,473
jaelon darden,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,111.0,0.0,1.0,0.6,,1.0,0,0,9.35,188.0,38.0,474
lequint allen,JAX,RB,0.0,0.0,0.0,0.0,20.0,85.0,4.3,1.0,6.0,44.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,9.28,129.0,26.0,475
drew ogletree,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9,,1.0,0,0,9.27,93.0,19.0,476
james proche,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,84.0,0.0,1.0,0.1,,1.0,0,0,9.2,189.0,38.0,477
alex erickson,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,44.0,0.0,1.0,0.0,,1.0,0,0,9.17,190.0,38.0,478
jake browning,CIN,QB,211.0,1.0,1.0,7.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,,1.0,0,0,9.059999999999999,67.0,14.0,479
josh johnson,WAS,QB,198.0,1.0,1.0,6.6,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,,1.0,0,0,8.98,68.0,14.0,480
dee eskridge,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,1.0,4.4,,1.0,0,0,8.95,191.0,39.0,481
dante pettis,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,20.0,,1.0,0,0,8.87,192.0,39.0,482
jarrett stidham,DEN,QB,198.0,1.0,1.0,6.6,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,,1.0,0,0,8.8675,69.0,14.0,483
nate adkins,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.5,,1.0,0,0,8.85,94.0,19.0,484
kalel mullings,TEN,RB,0.0,0.0,0.0,0.0,40.0,167.0,4.2,1.0,4.0,29.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,8.83,130.0,26.0,485
kenny yeboah,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,,1.0,0,0,8.809999999999999,95.0,19.0,486
